Anomaly,Count
Other STUDENT RETRACTED GEAR INSTEAD OF FLAPS,1
Other NON TKOF ELEVATOR TRIM SETTING,1
Other Over Weight Lndg.,1
Other EQ DESIGN PROB,1
Other Flaps Failed To Retract.,1
Other DISAGREEMENT IN COCKPIT,1
Other GATE NOT LARGE ENOUGH FOR ACFT. DIDN'T PUSH BACK FAR ENOUGH,1
Other ON TKOF CREW LINED UP ON RWY EDGE LIGHTS AND THOUGHT THEY WERE CENTER LINE LIGHTS,1
Other NOSE WHEEL SCISSORS NOT HOOKED UP PROPERLY,1
Other INSTR SUPERVISION OF STUDENT,1
Other NOSE GEAR WOULD NOT EXTEND,1
Other FUEL STARV,1
Other BRAKING ACTION POOR TO NIL,1
Other VARIABLE WINDS WINDSHEAR,1
Other FLOODED CARB,1
Other Duck under Landed Short.,1
Other FUEL EXH,1
Other Acft Flying in Wx Without IFR Flt Plan. Plt Distraction,1
Chklist use.,1
Other MISJUDGED WINGTIP CLRNC,1
Other Left Gear Collapsed Upon Touchdown.,1
Other Very slow on short final,1
Other Barriers Poorly Identified,1
Other Crew Did Not Request Wind Check From Twr,1
Other Plt Flew Acft Without Determining Why Engine Failed.,1
Other Went Off Side of Rwy,1
Other Prop Stike,1
Other Improper Rwy Line up,1
Other Nil Breaking on Last 1000 Ft of Rwy,1
Other Failed Ignition Switch,1
Other FO is heads Down,1
Other Company Did Not Inspect Rwy To Determine Its Sutability.,1
Other Stuck In Snow,1
Other Blown Main Tire,1
Other Exited Paved Surface,1
Other Rwy Braking Action,1
Other Gnd Handling,1
Other Eng Out,1
Other Wing Ice Induced by Water Spray,1
Other Acft Got Stuck In The Snow,1
Other Instructor Discretion,1
Other Ice Jammed Elevator Full Nose Up,1
Other False Gear Indication,1
Other Txwy Braking Action,1
Other Cross Rwy Hold Line,1
Other Crossed Rwy Hold,1
Other VEHICLE ON RWY,1
Other No Gear Warning Horn,1
Other Left Wing Damaged By Hitting Vehicle,1
Other Visual Interference,1
Other Xwind Lndg,1
Other Failed to Retract Spoilers,1
Other Gear Collapsed,1
Other Company Arpt Briefing Page,1
Other Ran Out of Gas,1
Other Lt. Main Gear Failed,1
Other Chklist Use. Plt Distracted By Crosswind,1
Other Twr Ctlr Should Have Closed Arpt Because Of Apparent Crash,1
Other Cockpit Distr,1
Other Baggage Door Not Secure Prior To Tkof,1
Other Acft Abandoned,1
Other Rt Eng Balloon Ingestion,1
Other Bearing Failure,1
Other Off Field Lndg,1
Other Catering Truck Driver Did Not Rpt Damage.,1
Other Remote Lndg Site,1
Other RVR Sensor Problem,1
Other Chklist Use,1
Other Notam Problem,1
Other Landed Left Of Rwy Center,1
Other Unqualified Supervisor,1
Other Plt Did Not Notice Gear Was Not Down,1
Other Part 91 Vs Part 135,1
Other Nose Over,1
Other Uncommanded Rotation On Tkof,1
Other OFF AIRPORT LANDING,1
Other Inop Landing Light,1
Other NOTAM ASOS PROBLEM,1
Other Aileron Tab Damage-Not Doc,1
Other Arpt Security,1
Other Ctr Line Txwy Lighting,1
Other Inflt Eng Shutdown Fuel Starv,1
Other Water Flip Over,1
Other RWY LENGTH CONSIDERATIONS,1
Other Acft Parking Brake Set,1
Other Vehicle Brake Failure,1
Other Taxied Into Pothole,1
Other Plt Taxied Off Rwy Into Grass and Hit A Hole.,1
Other Loss Of Brake and Steering Ctl,1
Other Tail Dragger Plt Braked Too Hard,1
Had The Tail Come Up,1
And Had A Prop Strike,1
Other TOWBAR DISCONNECT ON PUSHBACK,1
Other FERRY PERMIT NOT OBTAINED,1
Other CONTAMINATED FUEL,1
Other WHEELS UP LANDING,1
Other VISUAL APCH PATH. PAPI.,1
Other RWY SURFACE CONDITION,1
Other NIL BREAKING ACTION,1
Other Nose Tires Slid on Sand,1
Other Clothing On Control Surface,1
Other CARGO SHIFT,1
Other Auditory Interf,1
Other LOST POSITIONAL AWARENESS,1
Other RWY BRAKING ACTION,1
Other Ramp Markings,1
Other RAAMP HAZARDS,1
Other Temporary Barrier Taxiway,1
Other Debris on Rwy,1
Other Taxi Without Release,1
Other PNF Intervention,1
Other FA Crew blinded by lights.,1
Other Acft Confign.,1
Other Acft Aprking Brake Not Set,1
Other Unauth Night Lndg,1
Other Loss of S.A,1
Other Lndg Gear Failure,1
Other Ground Crew Operating Near Running Engine,1
Other Flt Gnd Coord,1
Other Parking Space Allocated,1
Other Pressure From Management To Ignore Performance Restrictions,1
Other SMGCS Chart,1
Other Incorrect V Speed,1
Other Ground Crew Aggression,1
Other Pushback Tug Disconnected From Acft,1
Other Attempted Tkof On Txwy,1
Other Flew Under Bridge,1
Other Pushback/Tow Bar Mishap,1
Other Struck By De-Ice Truck,1
Other Skid On Snow In Turn,1
Other Iguanas On Rwy,1
Other Nose Gear Noise,1
Other Slide Deployed,1
Other Tow Bar Failure,1
Other ELECTRIC FAILURE,1
Other High Spd Abort,1
Other Incorrect NOTAM,1
Other LANDED DISPLACED THRESHOKD AREA,1
Other runway exlorsion,1
Other Flt Crew Incapacitation,1
Other Taxi Onto Access Road,1
Other Cargo Door Unlocked,1
Other Txwy Markings,1
Other Poor Ramp and Txwy Marking,1
Other Airport Lighting,1
Other TAXI INCIDENT,1
Other TAXIED OFF TXWY THRU GRASSY AREA,1
Other Hydroplane,1
Other Taxiway Ice,1
Other Aircraft Stranded,1
Other RAN OFF END OF RUNWAY,1
Other Aircraft Configuration,1
Other Left Main Landing Gear Collapsed,1
Other TKWY CONFIGN LIGHTING,1
Other HYDROPLANE / INCIDENT,1
Other Poorly Marked Txwy,1
Other HYD LOSS / NOSE WHEEL LOSS,1
Other CHKLST PROC,1
Other TXWY SURFACE MARKINGS,1
Other TXWY LIGHTING INOP,1
Other ARPT SURFACE COND/SNOW REMOVAL,1
Other No Com,1
Other Left Gear Collapsed!,1
Other LANDED PRIOR TO DISPLACED THRESHOLD,1
Other GEAR UNSAFE INDICATION,1
Other TAXIED ON CLOSED PART OF RWY,1
Other LAND SHORT,1
Other TXWY LIGHTS OBSCURED BY SNOW,1
Other TXWY/RAMP MARKINGS,1
Other POOR LIGHTING TAXIED ON APRON,1
NO EXIT!,1
Other DEPARTED TXWY SURFACE,1
Other LANDED LONG THEN ACFT FLOATED,1
Other CTL PROB ON TKOF,1
POOR TO NIL BRAKING ACTION NO ARPT ADVISORIES,1
Other ice and snow on twy,1
Other TXWY MARKING,1
RWY HOLD SHORT MARKINGS,1
Other Acft Deicing,1
Other Txwy Signs/Lights,1
Other LINED UP ON RWY EDGE LINE INSTEAD OF THE RWY CENTER LINE,1
Other SIGNAGE AND BLUE TAXI LIGHT PLACEMENT,1
Other LOSS OF NOSE GEAR STEERING,1
Other Unable to Accelerate to Lift Off Speed!,1
Other CREW INITIATED ABORT V1. DEPARTED RWY INTO OVER RUN AREA.,1
Other CREW QUALIFICATION IN DOUBT,1
Other F/O COCKPIT WINDOW NOT PROPERLY LATCHED,1
Other FAILED NOSE GEAR EXTEND MECHANISM,1
Other RWY WET,1
Other RUNUP AREA LOCATION,1
Other LOSS OF MAIN HYDRAULICS,1
Other Ice on Txwy,1
Other Taxied Down Embankment,1
Other Short Lndg,1
Other Acft Flown With Tie Down Missing,1
Other Hydro Planing,1
Other Nose Wheel Steering Failure,1
Other Nose Gear Steering Failure,1
Other Txwy Signs,1
Other Landed Short Of Rwy,1
Other TAIL WHEEL FAILURE,1
Other ARPT LIGHTING SET TOO LOW,1
Other Ramp Marking Lighting,1
Other Txwy Width,1
Other Gnd Ctlr Invective,1
Other PITOT TUBE COVERS NOT REMOVED DURING FLIGHT,1
Other Landed Short In Overrun,1
Other Faded/Worn Txwy Markings,1
Other Jet Blast Damage,1
Other Entered Closed RWY Portion,1
Other Taxi Deviation,1
Other NOTAM Inaccuracy,1
Other Lndg On Closed Rwy,1
Other RWY/TXWY LIGHTING,1
Other MISSED TURN ONTO MIKE,1
Other HOLD LINE MARKING,1
Other CHECKLIST PROCEDURE,1
Other Hold short line placement.,1
Other False alarm on AMASS,1
Other Restricted Visibility,1
Other Gate Taxi Proc,1
Other Rwy exit point,1
Other No Rwy Hold Markings,1
Other Similar sounding call signs.,1
Other Took Off On Wrong Runway,1
Other Tkof w/out Clrnc,1
Other Landed on closed runway,1
Other Cockpit Distrs,1
Other Landed on Closed Rwy,1
Other Taxi With Out Clearance,1
Other Wide Body Acft Wing On Dep Rwy,1
Other Land at Closed Airport,1
Other Lndg Clrnc Issue,1
Other Gnd Ctlr Tech ATC Com,1
Other Interpersonal Relationship CRM,1
Other Acft Call Sign Useage,1
Other Disputed ATC Clrnc,1
Other Wrong Rwy Lndg,1
Other Landing At Wrong Arpt,1
Other Dep From Closed Rwy,1
Other Rwy Notamed Closed But in Use,1
Other Taxi Hold Short Line Confusion,1
Other Chart Anomaly,1
Other Tkof From Closed Arpt,1
Other NOTAM Timeliness,1
Other Missing Txwy Identifiers,1
Other Closed Runway Landing,1
Other Closer Runway Landing,1
Other Airport Data Conflict,1
Other Airport Chart,1
Other NOTAM Dissemination,1
Other Did Not Comply With Lahso,1
Other Takeoff On Closed Runway,1
Other TAXI W/O CLRNC,1
Other Illisions,1
Other Txwy Marking Hold Line,1
Other TWR CTLR Attitude Caused and Added to Difficulties,1
Other Rwy Chg,1
Other Clrnc/Confusion Txwy Intersection,1
Other Clearance / Interpretation,1
Other Charts Not Supplied,1
Other Confusing Taxi Instructions,1
Other Confusing Taxiway Signs,1
Other Chart Clarity,1
Other CTLR COM,1
Other CLRNC INTERP EXPECTED,1
Other PUBLISHED PROC. NOT AVAILABLE TO CREW,1
Other closed runway,1
Other Confused Hold Short Instructions,1
Other Land On Taxiway,1
Other Flat Tire,1
Other phras,1
Other Signage -- Markings,1
Other FAT,1
Other INCURSION INTO SECURITY ARCA,1
Other ATC Terminology,1
Other Aircraft Go Around,1
Other Crew Qualification,1
Other Airport Construction / Poor Signage,1
Other Arpt Hold Short Lines,1
Other Similar Sounding Call Signs,1
Other Runway Change,1
Other Wrong Clearance Readback Hearback,1
Other Taxiway Takeoff,1
Other Runway Taxiway Markings Invisible,1
Other Distraction -- Lighting,1
Other Aprt lighting,1
Other Taxied On Wrong Line,1
Other Aircraft Weight,1
Other Coordination -- Fam,1
Other Atc Proc Coord,1
Other ATC.HANDLING / PHRASCOLOGY,1
Other ARPT SINAGE,1
CONFUSING CLRNC,1
Other POOR OR ON TXWY / RWY MARKINGS,1
Other ARPT SURFACE MARKING,1
Other SURFACE MARKING VIGABILITY,1
Other CLRNC INTERP / ATC HANDLING,1
Other TKOF ON WRONG RWY,1
Other CTLR SUPRISED WHEN CREW CROSSED RWY,1
Other VIOLATION OF STERILE COCKPIT,1
Other AERO CHART AVAILABILITY,1
Other FADED ARPT SURFACE MARKING,1
Other FLT COMPALANCY,1
Other SNOW COVEREDHOLD SHORT MARKINGS. SIGN ANGLE,1
Other READBACK HEARBACK. LSTR SUPERVISION OF STUDENT,1
Other ARPT,1
RWY MARKINGS. HOLD SHORT LINES,1
Other ENTERED RWY WITHOUT ESTABLISHING TWR CONTACT,1
Other CREW COORD-CRM / ARPT FAMILIARITY,1
Other CLOSED ARPT,1
Other TAXIED WITOUT TWR CLRNC,1
Other NO CHARTS,1
Other TURNED ONTO RWY WITHOUT CLRNC,1
Other SIM. CALL SIGNS,1
Other TRAFFIC VOLUME CTLR WORKLOAD,1
Other Crew Concept CRM. Taxi Preparation,1
Other TAXIED ON WT RESTRICTED TXWY,1
Other NOTAM DISSEMINATION/FOREIGN,1
Other CTLR Coord Readback,1
Other LCL ARPT POLICY/PROC,1
Other TXWY LIGHTS,1
RWY HOLD MARKINGS,1
Other STERILE CKPIT,1
Other FLC PROC,1
Other arpt marking,1
Other CTLR Handleing,1
Other NIGHT TKOF ON UNLIGHTED RWY,1
Other MIL RESTRED RAMP AREA,1
Other LOSS COM RADIO,1
Other ARPT MARKING CONSTRUCTION,1
Other ARPT HOLD SHORT SURFACE MARKING,1
Other Language Barrier Conditional Clrnc Termonology,1
Readback,1
Other SHARED HOLD SHORT LINES,1
Other ARPT MARKINGS SIGNAGE,1
Other Far Part 93 Rules,1
Other TAXI CONFUSION AFTER LNDG AT JFK,1
Other ACARS OPERATIONAL CLRNC,1
Other CRM LACK OF,1
Other CLSD RWY TKOF,1
Other ATC Confusion,1
Other MOVEMENT AREA MARKING,1
Other Gnd/Txwy Congestion,1
Other arpt chart prob,1
Other RWY WT. RESTRICTION DISCREPANCY,1
Other atc clrnc,1
Other TAXIED ONTO DIFFERENT RWY THAN ANNOUNCED ON UNICOM,1
Other HOLD SHORT CLRNC GIVEN TOO LATE TO STOP SHORT OF HOLD LINES,1
Other Didn't Contact Ground,1
Other COMPANY TAXI CLRNC VIA ACARS TELEMETRY,1
HEARBACK. PLT ASSUMPTIONS,1
Other INCURSION ON ILS CRITICAL ZONE IN IMC CONDITIONS,1
Other Similar Rwy & Acft No.,1
Other BLINDING LIGHTS NIGHT OPERATIONS,1
Other ARPT MARKINGS NOTAM NOT ISSUED,1
Other ATC Tech/Com,1
Other Unclr Instruction By Gnd,1
Other ATIS UNREADABLE,1
Other SEE AND AVOID CONCEPT NON CONTROLLED ARPT,1
Other Txwy Q Hold Line,1
Other NO NOTAM,1
Other TOOK OFF WRONG RWY,1
Other SINAGE,1
Other TWO HOLD LINES,1
Other ARPT PLATE PAGE DID NOT SHOW ACTIVE RWY. NOTAMS NOT ISSUED BY CO,1
Other RWY ID- LIGHTING,1
Other NON TOWER ARPT,1
Other NOTAM DISTRIBUTION,1
Other CLRNC Confusion,1
Other TXWY SIGNS OBSCURED BY WEEDS,1
Other VISUAL/AUDITORY INTERF,1
Other NO TXWY MARKINGS FROM RAMP TO TXWY A,1
Other CREW CONCEPT CRM. COCKPIT WORKLOAD MGMNT,1
Other ATC TECH/COM,1
Other ACFT RUNNING ROUGH,1
Other ACKNOWLEDGED ANOTHER ACFT CLRNC,1
Other ATC LATE CLRNC AMENDMENT,1
Other MARKING VIS,1
HEARBACK. COCKPIT WORKLOAD MGMNT,1
Other ATCT CTLR LATE CALL,1
Other TKOF ATTEMTED WITHOUT CLRNC,1
Other TKOF WRONG RWY,1
Other traffic density,1
traffic spacing for landings,1
Other CHANGE TO DEP RWY,1
Other TRAFFIC VOLUME CTLR HANDLING,1
Other DEPARTING ACFT DELAYED TKOF ROLL,1
Other TWR CTLR INSTRUCTIONS,1
Other MAY HAVE CROSSED RWY WITHOUT CLRNC,1
Other CROSSED PARALLEL RWY WITHOUT CLRNC,1
Other LOCAL PROCEDURE,1
PILOT IN RUSH,1
Other TAXI ACROSS RWY WITHOUT CLRNC,1
Other PLT HEARD WHAT HE WANTED TO,1
Other NO ARPT SIGNAGE INDICATING HOLDING POINT ON TXWY,1
Other PLT OUT OF HIS ELEMENT AT BUSY NYC ARPT,1
Other TAXIED WITHOUT CLRNC,1
Other TAXIWAY SLICK AND GLOSSY FROM SNOW,1
Other ATCT HANDLING QUETIONED,1
Other LANDED ON TXWY INTO WIND,1
Other UNFAMILIAR WITH AIRPORT,1
Other TERMINAL/RAMP CONSTRUCTION/RAMP CLOSURE,1
Other AFTERNOON SUN CAUSING VISIBILITY PROBLEMS,1
Other TKOF CLRNC DISPUTE,1
Other HOLD LINES HARD TO SEE WHEN WET,1
Other TAXIED WITHOUT A CLRNC,1
Other POOR VIS,1
Other POSITION OF SIGN,1
Other PLT EXPERIENCE UNCTLED ARPT,1
Other FAST TAXI CREW CONCEPT,1
Other FLC FATIGUE AND STRESS IN A NEW ENVIRONMENT IN THE COCKPIT,1
Other TURNED OFF RWY ONTO CLOSED RWY,1
Other CREW WORKLOAD MGMNT,1
Other ENTERED APRON AT POINT NOT DESIGNATED FOR 767 ACFT,1
Other POOR RWY HOLD SHORT MARKINGS,1
Other ACFT ON TKOF ROLL,1
Other NIGHT HOLD LINE HARD TO SEE,1
Other FLC Rpted Wrong Arpt Loc for Taxi,1
Other touch and go on wrong rwy,1
Other Holding Short On RWY 32 Past Hold Short Lines,1
Other DID NOT USE ARPT DIAGRAM WHICH PLT HAD IN FLT BAG,1
Other txwy markings,1
Other NON STANDARD ICAO TERMOLOGY,1
Other PLT ATTEMPTED TO ACCOMODATE CTLR REQUEST CTLR HANDLING,1
Other TOOK OFF WITHOUT CLRNC,1
Other Res. util,1
Other Tookoff In Wrong Direction,1
Other Rwy/Layout Txwy,1
Other FLC DC STR/ ACFT EQUIPMENT PROB.,1
Other CLRNC INERP,1
Other TXWY CLOSED,1
Other Sterile Ckpit Concept,1
Other Confused,1
Other Atc Monitoring,1
Other HOLD SHORT LINE LOCATION,1
Other non sterile cockpit,1
Other Attempted Tkof On Txwy.,1
Other Ramp Construction,1
Other Faded Hold Short Lines,1
Other inst plt distr,1
Other SNOW AND ICE ON TXWY,1
Other STEEL PLATES IN TXWY,1
Other PERS HABIT,1
Other CTLR TRAINING/NON STANDARD PHRASELOGY,1
Other TURNED ON RWY INSTEAD OF TXWY. CONCEPT,1
Other CLRNC INTERP-ATC PROC,1
Other LET PAX TAXI ACFT. COCKPIT WORKLOAD MGMNT,1
Other FAM W/AERO CHART,1
Other SIMILAR A/N CALLSIGN,1
Other FAM/ ARPT,1
Other CLRNC INTERP FREQ CONG,1
Other DISTURBANCE IN CABIN,1
Other CTLR TEAMONOLY. PREVIOUS PROBLEM AREA ON ARPT AT CYYZ,1
Other NO ARPT SINAGE,1
ARPT PLATE PAGES (13) TOO COMPLEX PLATE PAGES NOT CURRENT,1
Other ARPT VEHICLE ON RWY,1
Other RADIO COM PROBLEM,1
Other ATC RESTRICTION,1
Other SPOT MARKINGS,1
Other TKOF WITHOUT CLRNC. CREW CONCEPT,1
Other CTLR HANDLING CAPT CONTINUED TAXI BEFORE CONTACTING GND CTL CREW CONCEPT,1
Other CREW CONCEPT CRM. CAPT IN A HURRY,1
Other ACFT BLOCKING TAXIWAY,1
Other Ctlr Used Closed Txwy. Faided Point Markings.,1
Other Flc Distr Atc Att.,1
Other TURNED OFF LNDG RWY ONTO ANOTHER RWY WITHOUT CLRNC,1
Other ATC (GRN) PHRASEOLOGY,1
Other TXWY CONSTRUCTION,1
Other Crossed Rwy Hold Short Markings,1
Crew Concept,1
Other PLT TAXIED WITHOUT COM CLRNC CONFIRMATION,1
Other GRN TAXI INSTRUCTION,1
Other PLT TOO INEXPERIENCED TO OPERATE AT THIS LARGE AN ARPT,1
Other CHART PRES.,1
Other Plt Trauma,1
Other TXWY CONSTRUCTION. NOTAMED CLOSED TO ACFT LARGER THAN B757. NOTAM NOMENCLATORE,1
Other TXWY TKOF,1
Other CROSSED ILS HOLD LINE,1
Other TAXIED IN FRONT OF LNDG ACFT,1
Other atc.operror,1
Other illusion,1
Other Clrnc/interp/vague,1
Other Ctlr Handling Phraseology. Gnd Ctl Radio Dead Spot.,1
Other fo was not qualified in acft. faa requirement for qualified crew members.,1
Other ACFT OBSERVED BY TWR CLTRS AS HOLDING SHORT WHEN IN FACT THE ACFT HAD PASSED THE HOLD SHORT LINE,1
Other Freq Conjestion,1
Tfc Density. Crew Concept,1
Other WET SURFACE,1
Other ATC CLRNC/INSTRUCTIONS,1
Other LNDG MADE ON TXWY,1
Other CLRNC/LNDG,1
Other CLRNC  TO HOLD SHORT GIVEN ON LNDG ROLL,1
Other F/O'S FAULTY HEAD SET,1
Other LANDED WHILE ACFT PREVIOUS TRAINING TFC STILL ON RWY,1
HEARBACK. CREW CONCEPT CRM,1
Other TAXI CLRNC CONFUSION,1
Other RWY CLOSED FOR CONSTRUCTION,1
Other COMBINED POSITIONS,1
Other SEE AND AVOID CLRNC READBACK,1
HEARBACK LANDED WITHOUT CLRNC,1
Other RWY/TXWY LAYOUT,1
Other TALL GRASS ON ARPT. PAINT MARKINGS,1
Other D-Brite Location,1
Other WRONG RWY APCH LNDG,1
Other MIND SET,1
Other Twr Ctlr Allowed Nose To Nose Op,1
Other PLT FLYING FROM RT SEAT,1
HAD NO BRAKES,1
Other CLRNC/EXPECTED INTERP,1
Other CLRNC EXP/INTERP,1
Other LANDED ON CLOSED RWY,1
Other RWY HOLD LINE PLACEMENT,1
Other ATC HANDLING CLRED FOR TKOF THEN CHANGED TO POSITION AN HOLD,1
Other MULTIPLE ECAM-ALERTS DURING TAXI IN,1
Other FAM/W ARPT,1
Other TAKE OFF WITHOUT CLRNC,1
Other Clrnc Interp & Freq .cong,1
Other RWY THRESHOLD,1
Other ADDED TXWY CHANGE OF TXWY DESIGNATOR,1
Other RWY CHART NOTE DEPICTING TXWY C CLOSED,1
Other CAPT TURNED OFF RWY ONTO ANOTHER ACTIVE RWY AT ORD,1
Other Tfc/Freq Congestion,1
Other Txwy Signage intent.,1
Other RACETRACK IN CLOSE PROXIMITY TO ARPT OPS,1
SIGNAGE NOT EVIDENT,1
Other INCURSION CLOSED,1
Other CLRNC/CONFUSION AND SIMILAR CALL SIGNS,1
Other CREW FATIGUE FAA DUTY TIME LIMITS,1
Other TEMPORARY TWR FOR FIRE FIGHTING OPER.,1
Other DEPARTED WRONG RWY,1
Other TKOF WITHOUT A CLRNC,1
Other GND CTL CONGEST,1
Other CLRNC/WRONG ACFT,1
Other KBUR VERY CLOSE QUARTERS,1
SMALL RAMP AREA,1
Other PLT PLANNING PROFICIENCY,1
Other NON STERILE COCKPIT,1
Other FLC COMPLACENCY DISTR,1
Other CLRNC INTERP EXP,1
Other PLT DIDN'T QUESTION CLRNC THAT COFUSED HIM. NO CLRNC READBACK,1
Other CREW FATIGUE CLRNC INTERP,1
Other CREW STARTED TO EXIT RWY ON CLOSED TXWY. CTLR HANDLING,1
Other CALL SIGN CONF,1
Other FLC DISTR COCKPIT COORD,1
Other GND CTLR TECH,1
Other PLT COMPLACENCY EXP LEVEL,1
Other Confusing Rwy Signage At Hold Short Point,1
Other QUALIFICATION OF OPERATOR,1
Other PHRASEOLOGY COM TECH,1
Other ATC LATE CALL/REQUEST. DEFACTO CLRNC ISSUED,1
Other Instructed To Back Taxi On Rwy With Traffice On Final!,1
Other TKOF ACFT ISSUED AN ABORT BY TWR,1
Other CO LOCATED HOLD SHORT LINES,1
Other Similar Sounding A/N. Reply To Wrong Call Sign.,1
Other FLC DISTR/CLRNC INTERP,1
Other FOREIGN ARPT ICAO STDS,1
Other Crew Concepts CRM.,1
Other Cockpit Distraction With Gear Lights,1
Other BEE STING,1
Other ARPT CONSTRUCTION ACTIVITY. ATIS PROB FLC QUAL/FATIGUE,1
Other Hold Short Line Location,1
Other New Parallel Txwy Mistaken For Rwy,1
Other UNREADABLE NOTAMS,1
CRM Capt cut FO out of loop,1
Other Rwy Hold Lighting Not Installed,1
Other Acft Unable to Hold Short of Xing Rwy With Acft on Tkof Roll,1
Other Did Not Reference Compass Prior To Tkof Roll.,1
Other Change of Dep Rwy,1
Other Plt Habit Pattern.,1
Other Non Towered Arpt,1
Other Landed at Military Arpt By Mistake,1
Other Acft May Have Crossed Hold Short Line,1
Other Acft Didn't Clr Rwy,1
Other Took Off Without Clrnc,1
Other Arpt Design Prob,1
Other New Proc,1
Other Plt Discomfort,1
Other FMC Operating,1
Programming Protocol Not Followed,1
Other Tkof Wrong Rwy,1
Other Took Wrong Txwy Going to Rwy,1
Other Departed On Closed Rwy,1
Other Nose Wheel Steering Component Failure,1
Other Flc Distr/Eq Prob,1
Other Clrnc Didn't Make Sense Plt Didn't Question It,1
Other Rwy Lndg,1
Other Acft Crossed Active Rwy Without Clrnc,1
Other Acft Exited Onto Another Rwy,1
Other NOTAM Distribution,1
Other Txwy Markings/Signage,1
Other Acft Took Another Acft Clrnc,1
Other TKOF W/OUT CLEARANCE,1
Other Flc Distr/Compl,1
Other Visual Interf,1
Other Rwy Exit Lights,1
Other Gnd Ctlr Hearback,1
Other Plt Night Vision,1
Night Depth Perception,1
Other Txwy Wt Restr,1
Other FO Doing Chklist,1
Other Confusion on Rwy Hold Short Line Position,1
Other Closed Rwy Tkof,1
Other Land On Closed Rwy,1
Other Crew Appears To Be Confused About Taxi Instructions And Taxi Rte.,1
Other Landed On Txwy,1
Other Acft Departed Closed Rwy,1
Clrnc Readback,1
Other TXNDR Code,1
Other Radio Volume,1
Other Landed At Closed Arpt Closed Rwy,1
Other Taxied To & Onto Wrong Rwy,1
NON STANDARD US TERMINOLOGY,1
Other Language,1
Other PUSHBACK PROCEDURE,1
Other COMPANY TAXI NOTES,1
Other Plt Had Rwy Incursion And Then Took Off Without Clrnc,1
Other Landed At Closed Arpt,1
Other LANDED ON CLOSED RWY/CLOSED ARPT,1
Other CLRNC READ-BACK HEAR-BACK,1
Other Rwy Hold Short Line Is Both Rwys 17 And 12R,1
Other CONFUSING ATC INSTRUCTION,1
Other CONSTRUCTION LIGHT BLINDED PLTS,1
Other CLRNC EXP/INT,1
Other PERFORMANCE CALCULATIONS,1
Other Txwy Signage Confusion,1
Other PHRASEOLOGY-CLRNC INTERRUP,1
Other TAXI INTO POSITION AND HOLD,1
Other TXWY CHARTING,1
Other ARPT ATCT INTER-AGENCY COORD,1
Other Txwy Tkof Roll,1
Other Laser Light Shined in Flt Station,1
Other Illegal Apch/Lndg,1
Other Rwy Change On Short Final,1
Other Dep Proc Prob,1
Other Dispatch Center Communications Failure,1
Other Glide Slope Problem,1
Other Minimum Fuel In Unexpected Wx,1
Other Minimum Fuel Reserves,1
Other Faulty Tkof Weight Computations,1
Other Inappropriate Approach Control ATC,1
Other Schedule Pressure By Company,1
Other Failure To Provide Terminal Wx,1
Other Management Pressure,1
Other Capt Eye Injury,1
Other Minimum Fuel Policy,1
Other Student Plt Maintains Acft Ctl In IMC,1
Other Eng Overtemp,1
Other ATC Forgot Acft,1
Other Lndg On Wrong Rwy,1
Other Unsafe Flt Crew Scheduling Practices,1
Other Flight Crew Refused Assignment,1
Other Low Fuel Conditions,1
Other Below Minimums,1
Other Engine Bleeds Off - Loss Of Cabin Pressure,1
Other Sub-Standard Acft Gnd Deicing,1
Other IFR Clrnc Confusion,1
Other Eng Vibration,1
Other ASOS Visibility Reporting Error,1
Other Low Fuel Emergency,1
Other Communications,1
Other Enrte Chart Error,1
Other Rwy/Lighting,1
Other Mil Parachute Activities,1
Other ctlr / supvr dispute,1
Other Inadequate Aero Charts,1
Other Controller Planning,1
Other ATC Reroutes,1
Other Fuel Emer,1
Other Low Fuel Situation,1
Other cross wind,1
Other flt. deck conflict,1
Other Fuel Issue,1
Other Hold And Alternate Fuel,1
Other Airline Fuel Policy,1
Other Excessive Fuel Usage,1
Other EGPWS Warning,1
Other FP Status Confusion,1
Other Disputed Rwy Assign,1
Other Mgmnt Actions,1
Other Pneumatic Press Loss,1
Other Insufficient Fuel Load,1
Other Company Fuel Policy,1
Other Takeoff In Known Icing Conditions,1
Other Fan Vibration,1
Other Over-Weight Lndg,1
Other Fuel Diversion,1
Other Sector Workload,1
Other ARTCC Ctlr Attitude,1
Other Fuel,1
Other Staffing,1
Other Ingested Bird,1
Other Inappropriate Runway Assignment,1
Other Runway Braking Action,1
Other ILS Glideslope Instability,1
Other Abnormal Aircraft Behavior,1
Other Emergency Handling,1
Other L:ow Fuel,1
Other Runway Ice,1
Other CUT WIRE WITH WING,1
Other CAPT. INCAPACITATED,1
Other LOUD ROMBLE / BANE HEARD,1
Other MISSED CTLR TRASMISSION,1
Other LOSS OF NAV SIGNAL,1
Other DIVERT,1
Other FALSE LAWS ALERT,1
Other Flight Control Vibration and Ctl Problem,1
Other ARTI ICE DUCT OVERHEAT WARNING,1
Other MEL REQ'S,1
Other GS PROBLEM,1
Other ACR DIVERSION STATION FACILITIES,1
Other ICING,1
Other ATTEMPTED TRESPASSING,1
Other FEEDING BIRDS ON ARPT,1
Other WX FORECAST,1
Other OFF ARPT FORCED LNDG.,1
Other DIGITAL FLT GUIDANCE FAILURE,1
Other CREW ATC ALTITUDE CONFUSION,1
Other FUEL REQUIRED,1
